5	84
9	31
3	96
4	132
11	55
2	50
2	121
5	17
10	44
0	111
3	53
5	78
4	113
1	94
7	49
5	39
7	99
11	136
11	119
5	92
8	87
3	33
0	33
11	39
9	110
11	120
6	80
3	101
2	99
9	75
8	106
8	27
6	29
0	49
7	32
5	42
4	100
6	93
10	139
9	88
0	54
9	60
10	138
2	34
3	22
1	95
7	30
1	82
10	123
1	85
2	139
2	117
7	92
2	83
8	73
2	60
1	54
6	52
5	13
1	62
10	42
6	53
5	124
3	37
9	20
11	23
2	126
10	23
5	107
7	70
9	101
1	23
9	117
11	67
3	81
7	96
6	34
7	97
3	27
11	63
0	41
10	86
0	92
3	116
1	17
4	33
1	36
11	128
5	27
2	64
11	25
8	111
0	59
1	37
4	90
0	81
4	64
3	12
5	18
10	30
7	73
10	110
3	23
10	45
1	133
8	66
2	40
11	31
8	61
8	69
7	34
1	29
0	45
7	66
3	25
0	86
0	55
0	70
3	36
2	119
11	133
10	120
9	116
2	96
10	66
5	41
2	53
11	112
10	136
6	36
5	75
9	30
2	130
9	134
1	117
9	131
1	53
3	71
11	88
4	122
4	83
2	85
2	100
10	29
3	92
9	119
2	41
6	124
7	85
0	42
3	26
6	17
8	49
3	77
1	74
5	37
2	137
1	30
8	128
1	128
7	38
9	115
0	107
10	129
6	123
5	29
10	73
11	75
10	65
7	98
2	21
5	66
10	48
7	46
10	112
4	45
9	43
1	127
0	63
5	32
0	128
9	123
1	47
0	119
2	91
7	26
0	75
1	21
11	87
4	81
0	115
2	116
0	71
8	102
8	125
0	110
2	55
3	59
9	22
2	82
0	101
8	70
11	60
9	73
4	31
8	32
10	17
9	79
1	52
5	100
4	130
10	94
2	92
7	54
2	25
11	96
7	50
0	46
0	106
9	72
7	116
2	66
5	129
5	62
7	31
4	38
3	61
9	130
8	75
7	82
8	114
7	43
10	81
1	25
6	44
6	30
2	135
3	60
6	38
0	32
6	92
10	137
2	51
1	134
10	89
6	73
7	60
7	88
10	39
4	69
9	111
2	138
10	71
9	28
4	98
4	42
1	93
2	23
5	55
9	112
6	135
5	60
5	93
3	133
8	57
6	86
2	80
6	118
11	46
1	107
5	114
4	48
9	14
3	13
2	15
10	43
9	65
4	137
11	59
9	104
8	130
4	89
7	123
6	112
6	13
7	126
4	26
8	18
7	39
1	132
2	24
10	12
11	113
11	27
11	83
0	121
8	98
7	118
7	105
3	113
10	115
8	117
6	113
6	88
7	75
10	15
4	78
7	86
7	119
3	139
7	135
9	66
0	80
3	30
5	83
11	32
6	99
3	58
0	100
2	29
1	129
2	20
7	106
6	128
11	49
4	105
6	22
8	108
10	22
9	63
4	21
2	38
8	19
1	55
0	47
9	68
0	126
6	83
0	35
5	69
11	97
7	103
10	118
10	26
3	98
3	34
11	12
4	61
9	15
10	58
0	120
2	97
2	107
5	127
10	121
0	76
7	45
1	20
5	128
6	75
5	65
4	12
0	58
1	100
9	102
0	27
3	84
7	13
4	55
2	131
7	124
0	89
2	14
3	75
10	113
5	76
11	108
1	27
5	23
6	130
4	88
5	95
8	23
0	105
8	112
6	79
10	59
0	52
8	135
2	30
5	63
9	17
5	30
11	47
9	24
3	99
5	104
3	117
7	79
8	124
2	87
4	23
9	62
7	129
5	89
3	67
7	23
1	12
6	51
1	137
4	13
7	44
9	106
5	59
0	139
5	12
4	82
8	46
8	89
9	47
3	104
3	128
6	60
8	120
1	81
6	21
2	31
4	133
1	35
1	39
3	38
2	70
5	121
8	15
7	18
4	115
1	80
6	65
5	85
5	131
6	32
8	35
10	20
9	86
6	110
11	65
4	125
6	58
4	70
4	99
2	90
10	64
11	50
9	44
1	109
11	104
1	15
7	29
11	45
10	52
6	16
9	109
6	108
10	99
7	68
0	61
7	113
10	82
4	15
11	90
11	105
5	58
2	33
2	108
2	57
0	20
2	89
6	28
7	87
3	120
7	67
2	81
1	31
10	46
11	124
11	42
8	63
1	101
6	45
0	98
6	117
10	114
10	92
9	12
6	61
7	64
3	57
4	120
4	108
9	122
1	138
5	31
2	129
11	57
11	41
5	101
5	52
10	103
8	72
10	87
8	77
6	95
8	13
7	27
4	94
6	63
0	135
0	64
8	50
1	112
3	19
11	135
1	90
10	122
1	84
0	24
6	137
7	125
1	63
5	126
6	127
8	53
8	74
1	34
3	54
5	123
2	77
7	136
10	130
1	96
7	131
7	33
4	79
2	132
8	14
10	69
6	74
9	40
7	127
9	76
8	55
0	93
11	114
3	112
6	120
1	130
9	56
4	91
0	132
11	52
5	120
9	74
8	137
9	39
8	59
9	132
3	50
4	123
4	77
9	118
2	32
0	138
5	134
5	109
0	87
7	21
9	136
7	89
1	99
2	17
4	19
7	139
4	67
6	39
4	116
7	36
0	36
7	72
3	91
6	125
9	46
7	15
8	64
9	120
3	42
8	12
3	44
6	89
6	111
6	84
8	48
7	134
1	19
4	47
6	90
4	58
0	113
9	52
6	40
4	134
7	107
4	72
9	108
8	131
3	17
8	60
5	61
8	94
11	80
4	24
7	63
3	93
0	62
5	82
4	109
3	48
11	101
3	114
0	72
10	49
7	17
4	54
0	21
7	78
1	105
8	16
9	126
8	122
1	78
1	118
10	53
4	93
2	47
11	28
8	40
2	13
0	103
5	98
6	25
10	41
9	128
1	50
10	78
3	65
5	14
1	76
3	118
2	98
7	121
4	35
0	127
11	79
2	71
4	29
5	51
4	95
2	112
6	49
10	24
10	96
1	41
4	86
8	38
5	79
3	130
5	50
0	79
10	61
10	37
6	48
11	51
9	96
11	85
11	116
11	73
3	24
11	84
8	107
9	18
8	96
3	127
5	45
4	44
0	22
3	131
6	33
1	89
4	56
1	40
11	102
2	134
5	133
0	19
10	106
9	135
11	18
3	68
6	94
1	92
4	57
3	66
4	124
5	28
2	123
5	118
1	79
5	67
5	90
0	91
0	108
2	136
7	112
11	69
10	131
6	14
6	76
11	78
6	41
6	43
11	68
0	97
5	24
2	68
2	63
4	118
8	22
2	75
9	49
1	119
10	102
11	74
7	57
7	100
1	104
3	28
6	18
1	71
0	74
5	86
11	99
7	133
6	109
2	39
10	51
5	44
4	97
3	64
7	41
6	136
0	67
11	132
10	50
7	137
2	127
9	59
1	49
4	34
3	115
7	58
2	74
9	58
8	110
9	125
10	76
10	90
9	36
7	114
8	71
11	109
5	47
8	81
11	103
8	113
6	70
3	122
3	46
9	55
1	114
0	53
0	94
0	99
3	123
11	19
0	15
10	124
9	82
2	114
4	138
9	27
10	119
0	114
1	102
10	31
6	66
4	65
3	72
11	106
3	78
7	28
9	57
3	43
2	44
5	111
3	134
8	134
8	93
11	35
0	88
3	52
4	102
6	46
5	81
0	14
11	16
5	36
8	121
0	51
6	101
5	132
1	83
6	107
6	69
9	41
8	28
5	64
6	24
3	29
0	50
7	56
4	62
1	45
3	105
10	18
7	14
0	109
7	69
5	139
4	80
4	16
6	55
2	78
5	135
3	103
1	64
5	33
6	37
2	65
2	16
3	95
3	47
11	138
7	104
4	59
1	51
5	38
10	47
11	107
2	72
8	101
5	103
2	118
0	102
4	119
10	68
3	76
2	48
1	38
4	129
10	91
1	135
9	124
7	90
5	87
5	136
1	110
9	70
6	71
4	76
11	22
6	129
10	104
2	105
5	19
